Unnamed: 0,userName,content,score,thumbsUpCount,at,replyContent,repliedAt,appVersion,App,emojis_gpt,pos_ux_gpt,neg_ux_gpt,pos_ppl_gpt,neg_ppl_gpt,price_gpt,fraud_gpt,ban_gpt,pos_sent_gpt,neg_sent_gpt,content_word_count
117,Carl,Pitiful dating site I would like to cancel. Trying to figure out how to do it. Guess I'll call my credit card company to get him to stop payment if I can't get ahold of you.,1,0,2024-12-11 21:30:29,,,24.07.00,Ourtime,0,0,0,0,1,1,0,0,0,1,36
118,Daniel L,Every update this app gets worse.,1,0,2025-03-07 23:05:08,,,25.2.0,Grindr,0,0,0,0,0,0,0,0,0,1,6
119,Alex Newton,"Its a fake app. All the profiles are fake here. Even after psying 100$ for subscription, I am hardly able to get any likes or match. Its a scam. Do not waste money.",1,1,2025-01-29 07:11:57,"Salam,

We’re sorry to hear about your experience.

Our service is here to facilitate sincere, genuine conversations so that our members can meet people on a serious level, with the intention of marriage.

We ask that you report any profiles you come across that aren’t appropriate for Muzz.

Thank you.",2025-03-06 12:08:26,,Muzz,0,0,0,0,1,1,1,0,0,1,33
120,Loic Charmoille,Waste of time,1,0,2023-11-17 21:39:48,"Hello Loic - thank you for your review. If you are interested in using The League Dating App, please complete your Profile and email support@theleague.com after doing so. Thank you!",2023-11-20 18:07:05,,League,0,0,0,0,1,0,0,0,0,1,3
121,stefan trusca,Massive scam,1,2,2023-01-30 12:56:00,"Apologies for any difficulties you experienced with our app. If you have any problems or suggestion, please don't hesitate to connect with us at AppService@millionairematch.com. Thank you.",2023-02-01 02:32:10,8.4.2,Millionaire Match,0,0,0,0,1,1,0,0,0,1,2
122,John s,BE CAREFUL THEY SELL YOUR INFO AND PICTURES IF YOU DONT CLICK NO IN SETTINGS. TINDER AND BUMBLE SUCK BUT THIS IS 100 TIMES WORSE IF THATS POSSIBLE. App is deceitful and sketchy. Also sends fake like from people 1000 miles away. They throw all kinds of women from all over the world even when you say distance is a deal breaker. App it totally fake.,1,4,2025-03-01 18:58:16,,,9.67.0,Hinge,0,0,1,0,1,0,1,0,0,1,66
123,Emmette Rain,"the ""video selfie"" to prove you're a real person took so many tries, and within a day of having my account set up there was ""suspicious activity"" and i have to have ANOTHER video selfie reviewed. kind of useless when you get locked out of your account within 24 hours of making it. my ""selfie"" has been under review for 5 hours lol",1,1,2025-03-09 03:50:28,,,16.2.1,Tinder,0,0,1,0,0,0,0,1,0,1,63
124,Shanice,Awesome,5,0,2023-01-25 13:06:59,Thanks:),2023-01-30 08:18:00,6.13.4,Luxy,0,0,0,0,0,0,0,0,1,0,1
125,Grace Lugo,App is not LGBTQ friendly. If you choose woman it automatically chooses man and so forth.,1,1,2022-11-16 11:20:33,"Thank you for your review and sorry to hear you are unsatisfied with this update. We will this change carefully. If you have any suggestions or problems, feel free to contact us at AppService@millionairematch.com. We apologize for any inconvenience and thank you.",2022-11-17 04:08:01,,Millionaire Match,0,0,1,0,1,0,0,0,0,1,16
126,Art Kerby,I haven't been able to log in for over a month.,1,0,2023-04-15 04:33:49,"Hi Golemukas, Please write in to hello@jswipe.me and we'll be happy to assist you!",2023-05-04 01:43:20,4.5.6,JSwipe,0,0,1,0,0,0,0,1,0,1,11
127,Nicholas “Niko” Kyriakakis,Nice,5,0,2025-03-06 04:21:03,It's great to hear that you're buzzin' in the Hive! 🐝,2025-03-06 05:22:13,5.407.0,Bumble,0,0,0,0,0,0,0,0,1,0,1
128,Kenneth Apejas,happy,5,0,2022-08-31 14:02:50,Thanks for sharing your comment here.,2022-09-01 10:10:06,6.9.2,Luxy,0,0,0,0,0,0,0,0,1,0,1
129,Benjamin Faure (Snickerdoodle),"Starts by asking me to pay to ""endorse"" myself to get past a bugged login screen. If you can pay for verification, it's not real verification.",1,1,2023-12-14 20:35:23,Hello Benjamin - thank you for your review. The League does not ask users to pay to endorse themselves. Most errors can be corrected by deleting and reinstalling The League App. If you still have issues please email support@theleague.com and an agent will be happy to assist you. Thank you.,2023-12-17 19:17:41,1.84.0,League,0,0,1,0,1,1,0,0,0,1,26
130,Jeff Frank,"I had a request for a video chat from someone I like, but the application doesn't have that feature. What are you supposed to do?",3,1,2022-11-19 17:18:12,"Dear user, thanks for reaching out to us. Please send a screenshot to support@seniormatch.com and include your email. We will look into this for you as soon as possible.",2022-11-21 08:29:14,7.3.7,Senior_Match,0,0,1,0,0,0,0,0,0,1,25
131,Corey St lawrence,"Did not even get the chance to sign up saddening but oh well im just gona acept that god is guiding me. Clearly my soulmates not here if i cant even sign up And now they want me. To still sign up but they don't want to give me the availability to actually message people back. I have evidence for it now. Because how they emailed me that info. Don't download this app. Clearly it's just a money grubbing scam. Thank you, lord for guiding me and protecting me from those who would just want my money.",1,0,2024-04-06 19:31:07,"We're sorry to hear this, Corey! Please get in touch with our customer support team so we can look into this and help you with your account, so that you can start connecting with other singles!",2024-04-05 19:05:30,5.3.4,Christian_Mingle,0,0,1,0,1,1,0,0,0,1,97
132,Say Sam,"This app doesn't even deserve one star. They said I am failed in review that's okay,now they want me to delete account and they are not letting me delete as my inbox size is zero. Do you guys really wants us to use this app or its just waste time",1,1,2022-09-07 20:17:23,"Hi, Luxy is a dating app that only serves successful or attractive members. We keep to maintaining a high level of restriction approved by our committee of trustees. New applicants can use Luxy after passing the review. And you are able to delete your account after the review. If there is any problem, please contact us at support@onluxy.com.",2022-09-08 07:34:04,,Luxy,0,0,1,0,1,0,0,0,0,1,50
133,David DeVoe,"App is horrible. Very little users. Issues uploading pictures. Asked for a refund after 3 hours of use, and they refused.",1,0,2024-05-06 23:57:59,"We're genuinely sorry to hear about your experience with our app, David. Please reach out to our customer support team so that we can look into this and help resolve your concern. Thank you!",2024-05-07 07:45:58,5.3.4,Christian_Mingle,0,0,1,0,0,0,0,0,0,1,21
134,Marie,A brilliant site,5,0,2023-01-28 12:00:39,Thank you for sharing your comment with the community.,2023-01-30 08:27:06,6.13.4,Luxy,0,0,0,0,0,0,0,0,1,0,3
135,phantom green,"it's very frustrating to use, it keeps asking me to enable location when it's already turned on and everything, it won't load anything, and to see who likes your profile you need premium?? which feels like a very basic feature. and the pop-up ads are absolutely everywhere, you want to view something else? 5 second ad, you swap to a different screen in the app? another ad. I like that you can verify a profile, but otherwise it's incredibly frustrating to use and doesn't load for me at all",2,18,2024-09-21 21:14:54,"Hello, we're really sorry you're experiencing issues with the app. Could you try reinstalling Zoe to see if that resolves the problem? If not, contact us via anna@zoeapp.com. We understand that ads can be disruptive. However, they help us keep the app free. Interested in trying our Premium features for free? Hit our admin up! ✨",2024-09-22 16:20:43,3.21.3,Zoe,0,0,1,0,0,1,0,0,0,1,89
136,Jason Hunter,"Will the app only work if ""precise"" location is provided to the app vs.""approximate"" location? What if a patron is trying to use the App all while trying to void their stalker? # HLT",3,0,2024-09-05 06:12:15,"Thanks for your comments—we'd love to chat with you directly! You can launch SCRUFF and tap the Account icon (top menu bar), then select ""Contact SCRUFF Support"" in Settings. You can also visit support.scruff.com and submit a request.",2024-09-10 13:11:10,7.32.0,Scruff,0,0,1,0,1,0,0,0,0,1,34
137,Kelly Mcfarland,Navigating is not user friendly. I tried to go to manage subscription and there is no option for me to cancel auto renewal.,2,1,2024-01-11 16:43:58,"We're sorry to hear about the difficulties you faced with cancellation, Kelly! If you need assistance canceling the auto-renewal, we recommend checking out our Help pages or reaching out to our customer support team. Thank you!",2024-01-12 04:24:49,5.3.4,Christian_Mingle,0,0,1,0,0,0,0,0,0,1,23
138,Merrilee Jones,"I need support. I think the update doesn't agree with my phone. The app isn't opening at all. I uninstalled the app and then re installed it. Not I can not log in past the first screen. Please help, I've been using it for a few months, and this is the first issue I've come across.",5,16,2025-01-15 23:42:38,"Yikes! We'd love to get this sorted for you, Merrilee. Please send us a note at support@weareher.com with details
",2025-01-16 22:50:19,3.25.3,Her,0,0,1,0,0,0,0,0,0,1,56
139,Windy,"a perverted app, allows nastiness, but when you nasty they say you unsafe, extremely stupid!!! Fix this or shut down the app!!!",1,1,2024-12-31 07:45:47,So sorry to hear this! We'd love to get this sorted for you. Please send us a note at support@weareher.com with details,2025-01-02 22:46:32,3.25.2,Her,0,0,0,0,1,0,0,0,0,1,22
140,Nabirye Hairat,Amazing app with lovely people,5,0,2023-09-15 17:23:25,,,1.63.4.1,Mutual,0,0,0,1,0,0,0,0,1,0,5
141,Omar Hudson,Alhamdullilah met my current wife on the app- patience is a virtue brothers!,5,0,2025-01-14 19:46:50,"Salam Omar,

Thank you so much for your review. This is fantastic news!

If you'd like to tell us more about how you met your partner on Muzz, please email us at met@muzz.com (we love seeing wedding photos!)

May Allah bless your marriage :)",2025-03-06 15:48:37,7.0.3a,Muzz,0,0,0,1,0,0,0,0,1,0,13
142,Nitzan Harel,"Is anybody on here? Sure I got a few matches but I've been on the app for about a day and have already scrolled through all the men ages 36-42, I can't imagine there will be that many more when I expand my parameters. I now regret having paid for the app for 3 months. I'm going back to Tinder and Bubble.",2,0,2022-06-09 01:08:13,"Hi Nitzan, We're sorry to hear you haven't been happy with the number of potential matches you're seeing. Please write in to hello@jswipe.me and we'll be happy to assist you!",2022-06-30 20:19:47,4.4.1,JSwipe,0,0,0,0,1,1,0,0,0,1,62
143,julie aron,Ok,3,0,2024-06-30 16:42:56,"Thank you for your feedback. If you have any additional suggestions or areas you'd like to see improved, please feel free to reach out to us at AppService@millionairematch.com. Your input is valuable to us, and we aim to provide you with a better experience.",2024-07-03 11:05:25,8.7.6,Millionaire Match,0,0,0,0,0,0,0,0,0,0,1
144,Ivy M,👍,5,0,2025-02-13 01:30:28,"Glad you like it, Ivy! :) Thank you for taking the time to leave us some feedback!",2025-02-16 23:39:29,3.26.0,Her,1,0,0,0,0,0,0,0,1,1,1
145,Mg Thomas R tempel,Nice,5,0,2022-03-12 10:02:14,Thanks so much for your positive review!,2022-03-23 05:11:13,4.4.1,JSwipe,0,0,0,0,0,0,0,0,1,0,1
146,Carsten Aretz,Great,5,0,2025-02-15 00:21:41,Thanks for your kind rating! We're thrilled to hear you're enjoying Taimi. Your Taimi Team 🌈,2025-02-15 00:30:20,5.1.342,Taimi,0,0,0,0,0,0,0,0,1,0,1
147,renia nacario,"I didn't subscribe,why this apps deduct my money to my alipay account automatically!!!its frustrating!!!if i know that this will happen i will not install this apps",1,3,2024-02-01 04:33:37,,,,Mutual,0,0,0,0,0,1,0,0,0,1,26
148,Faith Landers,I kept getting bots not real matches 😒. it's very frustrating and get annoying.,2,2,2025-01-08 16:46:10,"I'm sorry to hear this was your experience on the app, Faith. We are in the process of updating our flagging system to improve scammer detection so you have confidence that the person you are talking to is real. Please report any suspicious profiles as you see them and our team will check them out as soon as possible.",2025-01-08 22:44:33,3.25.2,Her,1,0,0,0,1,0,1,0,0,1,14
149,nazi gol,"The app has great potential but a little buggy. I wish could: 1. post on my own profile/go live like Instagram. 2. change the order of my pics without re-uploading them. 3. Have more options in chats like reply and voice 4. Have an MBTI & enneagram personality types space. Overall, plz let people create their own groups like Facebook. I'm sure there are many people with different ideas. Finding people with your own interests is the best. Plz get rid of fake profiles, especially cismen ASAP",4,3,2025-02-04 09:27:51,"Thanks for the feedback! For help with reporting accounts on the app, please reach out to us with details at support@weareher.com.",2025-01-05 23:50:02,,Her,0,0,1,0,0,0,1,0,0,1,87
150,Pedro Gonçalves,People should get together and sue this company.,1,0,2025-03-07 18:17:37,,,16.2.1,Tinder,0,0,0,0,1,0,0,0,0,1,8
151,Joe St George,"No info about themselves ,given by many on here and distances where guys are inaccurate at times ,could be improved by scruff",3,0,2024-08-15 10:58:01,,,7.30.0,Scruff,0,0,0,0,1,0,0,0,0,1,22
152,Syahmir Araxis,Weird apps ever. Can't chat anybody. Everything need to pay. This apps just to make money.,1,0,2025-01-14 06:24:07,"Salaam Syahmir,

Thank you for your review.

Please be advised that it is completely free to Match and Chat if both members Like each other.

Muzz Gold offers a collection of exclusive features, but you can still always Like, Match and Chat completely free.

If you require any further help, please feel free to contact us at hello@muzz.com.",2025-03-06 16:06:27,8.34.1a,Muzz,0,0,0,0,1,1,0,0,0,1,16
153,Niya Anderson,Great app,5,0,2024-11-06 18:53:33,"Hi, thanks for the review! We're glad to hear you enjoy our app 💫",2024-11-06 19:05:24,4.0.1,Zoe,0,0,0,0,0,0,0,0,1,0,2
154,Martin Cail,Let women choose men by height but don't let men choose women by weight. Double standard?,1,2,2025-03-05 17:08:39,"Thanks for the feedback, Martin. We believe all of our members are beautiful inside and out. We do not, would never, and are very opposed to the idea of having an algorithm to filter members based on weight. 💛",2025-03-05 09:03:30,5.404.0,Bumble,0,0,0,0,0,0,0,0,0,1,16
155,Rick Cromer,Trying to cancel subscription is sooo miserable. No # No contact No support,2,2,2022-11-17 18:23:54,"Dear user, thanks for reaching out to us. Please send your request to support@seniormatch.com and attach a screenshot, we will deal with this when we get your email. Best regards.",2022-11-21 02:05:54,,Senior_Match,0,0,1,0,1,1,0,0,0,1,13
156,Lori Ann Kline,It's better then other dating sites.,5,0,2024-11-21 15:10:29,,,24.07.00,Ourtime,0,0,0,0,0,0,0,0,1,0,6
157,Rebecca Kettmann,Pushy af with their upgrades. I can't explore the app to see if I like it without a pop-up about upgrading every 3 seconds. So annoying. I give it 0 stars if I could.,1,29,2023-01-02 12:36:52,"Dear User, we are sorry for the inconvenience. We want to give you better user experience. Could you give us the screenshots of pages that disturb you most? You can email us at AppService@millionairematch.com. Thank you.",2023-01-03 02:20:08,8.3.8,Millionaire Match,0,0,1,0,0,1,0,0,0,1,34
158,Bisher Bashi,Ok,5,0,2024-09-29 20:13:24,We love having you around. Thank you for liking our app! 🌈,2024-09-30 20:43:46,4.0.0,Zoe,0,0,0,0,0,0,0,0,0,0,1
159,muhammad usman,Location problems...,1,0,2025-01-23 05:29:29,"Salam,

We're very sorry to hear this.

We'd like to get this resolved for you. Please email us at hello@muzz.com and our Community team will look into it for you.

Thank you.",2025-03-06 13:58:00,8.36.0a,Muzz,0,0,0,0,0,0,0,0,0,1,2
160,Juan Molina,"App is slow and pictures are not loading, can't see girls on the match section anymore. You have had the slow issue for years now. Time to improve this or risk losing revenue.",1,3,2023-02-05 01:06:36,"Hi, thanks for using Luxy! Please contact us at support@onluxy.com with your account details so we can assist you further.",2021-10-15 07:39:14,,Luxy,0,0,1,0,0,0,0,0,0,1,33
161,Anees Tlb,They don't help when needed my pics were exposed i messaged them 100 times no response they don't care wouldn't recommend anyone to join,1,0,2025-01-06 09:07:16,"Salam,

We're very sorry to hear this.

We'd like to get this resolved for you. Please email us at hello@muzz.com and our Community team will look into it for you.

Thank you.",2025-01-09 16:06:12,8.33.0a,Muzz,0,0,1,0,1,0,0,0,0,1,24
162,Emanuel Jakubov,"Now Jswipe is paying people to give them fake reviews hahahaha look at all the reviews with one word in it and 5 stars, pathetic!",1,1,2022-10-14 18:47:13,"Hi Travelers, We're sorry to hear you're unhappy. We do not pay people to provide reviews. If there is anything we can do to improve your experience on the app, please reach out to hello@jswipe.me to let us know!",2022-10-25 15:57:28,4.5.6,JSwipe,0,0,0,0,1,0,0,0,0,1,25
163,mathias berg,Super app,5,0,2022-10-01 04:01:15,Thanks for sharing your review with us and the community.,2022-10-09 08:49:15,6.9.2,Luxy,0,0,0,0,0,0,0,0,1,0,2
164,Yvonne Cannon,Easy to use. Plenty of options for notifications etc,5,0,2024-12-08 20:57:49,,,24.07.00,Ourtime,0,1,0,0,0,0,0,0,1,0,9
165,Eleana B.,Shty... real bad...,1,1,2023-01-29 13:44:45,,,7.5.8,Senior_Match,0,0,0,0,1,0,0,0,0,1,3
166,Sonu Thapa,Nice,5,0,2024-11-07 23:37:45,"Thank you for the kind words, Sonu! We're thrilled to hear you're enjoying our app. Let us know if you have any suggestions or feedback for us.",2024-11-09 21:50:50,4.0.1,Zoe,0,0,0,0,0,0,0,0,1,0,1
167,Sean Quarles,I would Give it a 0. Horrible app. And understand and likes you get are designed to make you purchase. I got 4 likes before I even posted a pic or info.,1,1,2023-11-26 05:14:19,"Hello Sean - thank you for your review. We see you are currently on the Waitlist and have yet to experience The League App. If you are interested in using the App, please complete your Profile and email support@theleague.com. Thank you.",2023-11-27 18:35:45,1.77.0,League,0,0,1,0,1,1,0,0,0,1,32
168,Crypto Crypto,Amazing thanks,5,0,2024-08-11 19:34:35,,,7.30.0,Scruff,0,0,0,0,0,0,0,0,1,1,2
169,Larry Witt,Thanks you,5,0,2025-02-18 04:42:02,Thanks for your kind words! We're grateful to have you as part of our Taimi community. Your Taimi Team 🌈,2025-02-18 04:50:12,5.1.342,Taimi,0,0,0,0,0,0,0,0,0,0,2
170,Russ Huls,most are fake profiles,1,0,2025-03-09 00:02:06,,,16.2.1,Tinder,0,0,0,0,1,0,1,0,0,1,4
171,blank blank,basically unusable because i can't see likes,1,1,2025-01-17 20:31:49,"Thanks for the feedback! If you'd like to see all of your likes, visit the settings in app to upgrade to the Platinum Premium Package.
",2025-01-19 22:31:50,3.25.3,Her,0,0,1,0,0,0,0,0,0,1,7
172,Pamela Hartman,Tired of you asking for money before you show messages,2,0,2024-11-16 19:58:44,,,,Ourtime,0,0,0,0,1,1,0,0,0,1,10
173,Saiful Sari,Theres an issue with the app. Kept selecting USA as one of the location when i hv unselect it. Updated it a few times but still kept appearing.,3,0,2025-01-17 13:47:27,"Salam Saiful,

We're very sorry to hear this.

We'd like to get this resolved for you. Please email us at hello@muzz.com and our Community team will look into it for you.

Thank you.",2025-03-06 15:19:55,8.34.1a,Muzz,0,0,1,0,0,0,0,0,0,1,28
174,Heera Baloch,Awesome,5,0,2024-09-06 07:06:34,"Thanks for the feedback! We’re thankful to have you as a valued member of the SCRUFF community.
Lucas
Tier II Customer Support Associate
Perry Street Software, Inc.",2024-09-07 23:44:10,7.32.0,Scruff,0,0,0,0,0,0,0,0,1,0,1
175,ije nwang,I was expecting it to be buggy with poor customer service. I found one bug and customer service was very responsive. There have cleay been changes made to the app,5,1,2023-07-12 17:06:02,Thanks for sharing your review with us and the community.,2023-07-14 01:54:16,6.14.14,Luxy,0,1,0,0,0,0,0,0,1,0,30
176,Hamdi AL-Shelleh,Fake,1,0,2025-03-09 02:46:42,,,15.23.0,Tinder,0,0,0,0,1,0,0,0,0,1,1
177,John Reeve,Had to fine tune something's to find people near me. This is my first day. I still have my fingers 🤞.,3,0,2024-11-13 03:15:51,,,24.07.00,Ourtime,1,0,0,0,0,0,0,0,1,0,21
178,dug kemp,Seems like nothing but scammers fake profiles or people in every state but the one I'm in.this app is full of fakes,2,3,2023-04-21 02:21:04,"Dear user, thanks for reaching out to us. Scammer detection is our #1 priority. We are working hard to remove fake accounts as soon as possible. So sorry for your inconvenience. If you have any questions, please feel free to contact us at support@seniormatch.com.
",2023-04-24 07:44:28,7.7.6,Senior_Match,0,0,0,0,1,0,1,0,0,1,22
179,Marcela Cox,Nice man. Respectful and smart.,5,0,2021-09-05 20:15:41,,,4.4.1,JSwipe,0,0,0,1,0,0,0,0,1,0,5
180,God's Own Child,Nice. Great job guys!,5,0,2023-05-06 02:57:31,"We are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at AppService@millionairematch.com!
Have a wonderful day!",2023-05-08 08:14:55,8.4.6,Millionaire Match,0,0,0,0,0,0,0,0,1,0,4
181,Mel Katsura,"While the ap is more gay and enm friendly, 90% of matches are the strightest cis males and the ap is formatted for hook ups.",2,0,2025-02-19 04:04:57,"Thank you for the feedback! While we cater to the members of the LGBTQIA+ community, we welcome everyone. We also wish to focus on building meaningful connections rather than something temporary. We'd love to hear any ideas you have for us. Please reach out to us via ""support@taimi.com"" and we'd be happy to listen and forward them. Gohan.",2025-02-19 04:41:21,5.1.342,Taimi,0,0,0,0,1,0,0,0,0,1,25
182,Jonah Ness,Great app. Still trying to find my wife,5,0,2024-02-17 06:58:31,,,1.68.3.2,Mutual,0,0,0,0,0,0,0,0,1,0,8
183,Paula Perkins,Not helpful. I keep trying to cancel auto renewal on christian mingle and platform is not working correctly on my device. Can someone cancel auto renewal?,1,2,2023-11-22 15:56:26,"We're sorry to hear that you are experiencing an issue with cancellation of auto-renewal, Paula! Please get in touch with our customer support team so we can look into this and help. Thank you!",2023-11-24 10:45:10,5.3.4,Christian_Mingle,0,0,1,0,0,0,0,0,0,1,26
184,99cookies,"Great app found a nice girl and now we are dating, people is incredibly nice in there and the features that the app offers are great.",5,0,2025-02-10 03:38:18,Thank you for sharing your experience! We're thrilled to hear that you found someone special and enjoy the app's features. Your Taimi Team 🌈,2025-02-10 03:40:11,,Taimi,0,1,0,1,0,0,0,0,1,0,26
185,My Technical World,Waste my money this tinder application And waste my time Please do not download this app,1,0,2025-03-08 03:15:07,,,16.2.1,Tinder,0,0,0,0,1,1,0,0,0,1,16
186,Enki_of_Erie,One of the worst apps out there,1,1,2023-08-10 01:58:42,"Dear user, thank you for your review and we are sorry to hear this. If you'd like, we'd like you to provide more information about the issue you're experiencing so we can better understand and resolve it. If you have any suggestions on how to improve our product, please feel free to reach us at support@seniormatch.com.Best regards.",2023-08-10 07:54:11,,Senior_Match,0,0,0,0,1,0,0,0,0,1,7
187,Chiara P.,Just re-joined after a while. I'm in the vouching process. Let's see how it goes 🤞,4,0,2023-01-21 16:20:19,,,6.13.4,Luxy,1,0,0,0,0,0,0,0,1,0,16
188,Torcher Torcher,good,5,0,2025-03-08 05:07:02,,,16.2.1,Tinder,0,0,0,0,0,0,0,0,1,0,1
189,Tim Leighton,I have tried countless times to cancel subscription with no luck. No support given. Still paying,1,0,2025-03-04 09:41:25,"The steps to cancel your subscription will depend on your payment method. You can find instructions on our Help Center here: https://bumble.com/en/help/how-can-i-cancel-my-bumble-boost--bumble-premium-subscription. If you're unable to cancel your subscription following those steps, please reach out to bumble.com/contact.",2025-03-04 11:52:18,5.386.0,Bumble,0,0,1,0,0,1,0,0,0,1,16
190,William Asher,Haven't had any luck with the app yet but hopefully I'll find a date soon,3,0,2025-02-03 17:39:22,Thanks for your feedback! We are so glad to hear that you're enjoying the app so far and we hope you make some awesome connections super soon :),2025-02-04 00:01:04,3.26.0,Her,0,0,0,0,0,0,0,0,0,1,15
191,T S,They will steal your information and suspend account without amy reason. Don't provde your personal ID they will likely steal it and just suspend you! SCAMMERS!,1,0,2023-10-06 10:03:01,"Apologies for any difficulties you experienced with our App. We will never disclose, sell, or rent any of your personally identifiable information to any third-party organizations. If you have any questions, please contact us at AppService@millionairematch.com.",2023-10-07 02:35:52,8.5.3,Millionaire Match,0,0,0,0,1,0,0,1,0,1,26
192,Eris,"I accidentally disliked someone when trying to see their pictures because the photos are bigger than my cellphone screen, but at least we can see our likes.",2,0,2025-01-08 08:44:18,"Thanks for sharing your honest feedback, Eris. If you have any suggestions on how we could better the experience of the app for its users, please send us a message at support@weareher.com",2025-01-08 22:45:26,3.25.2,Her,0,0,1,0,0,0,0,0,0,1,27
193,K Jul,"A friend of mine met her husband using this site.. they saw each others pics, swiped, clicked, within 1 year, I was a bridesmaid. I want that for myself, too. I only just joined so far getting some interest.. but surprisingly and thankfully! It's super easy to navigate. At my age, i dont want complex... wish me luck, guys!",5,99,2023-05-21 16:04:38,,,7.7.8,Senior_Match,0,1,0,1,0,0,0,0,1,0,59
194,Priyankar Sen Chaudhuri,Really disturbed app,1,2,2024-10-02 13:29:31,"We appreciate the feedback, and we'd love to hear from you personally. You can launch SCRUFF and tap the Account icon (top menu bar), then select ""Contact SCRUFF Support"" in Settings. You can also visit support.scruff.com and submit a request.",2024-10-03 14:03:01,7.34.0,Scruff,0,0,0,0,1,0,0,0,0,1,3
195,Bettina Schäfer,May I know for what reason I paid for a premium living in Dubai and you're showing my members from US or Canada???? Seriously? How can I proceed with my refund?,1,2,2023-01-18 17:17:14,"Dear user, thanks for reaching out to us. For users paid on App Store, we can not stop auto-renewing in our censor. Please contact App Store to get a refund as soon as possible. If you need any help, please feel free to contact us at support@seniormatch.com.
",2023-01-29 05:49:05,7.5.8,Senior_Match,0,0,0,0,0,1,0,0,0,1,31
196,Simon Thornhill,"Have signed up to Pro version & my profile is varified. But I haven't been able to send or receive any messages what so ever. Each time I try to do so, I get a notification to say my message could not be delivered! Sent a support request to customer support, but no reply as of yet, most likely due to it being the weekend. So will see what happens next. I've re installed the app twice & cleared my browser cookies & history. But it makes no difference.",1,32,2024-08-11 21:30:18,,,7.30.0,Scruff,0,0,1,0,0,0,0,0,0,1,89
197,Aland Ramirez,Very good,5,0,2024-10-26 15:18:53,,,24.06.00,Ourtime,0,0,0,0,0,0,0,0,1,0,2
198,Bukirwa Swabulah,Great 👍 👌,5,0,2024-09-07 12:22:01,"Hi, thanks for the review! We're glad to hear you enjoy our app 💫",2024-09-07 12:50:28,3.21.3,Zoe,1,0,0,0,0,0,0,0,1,0,3
199,Mohammad Ali Gholampour,"Their customer and service team is not responding at all! I paid for gold membership, and they haven't verified my profile after 48 hours. I contacted several times, and customer service never responded to me.",1,1,2025-02-06 02:27:54,"Salam Muhammad,

We're very sorry to hear this.

We'd like to get this resolved for you. Please email us at hello@muzz.com and our Community team will look into it for you.

Thank you.",2025-03-06 10:58:50,8.37.0a,Muzz,0,0,1,0,0,1,0,0,0,1,35
200,John Friday,Great app,5,0,2024-11-02 08:07:44,"Hi, thanks for the review! We're glad to hear you enjoy our app 💫",2024-11-02 08:35:11,4.0.0,Zoe,0,0,0,0,0,0,0,0,1,0,2
201,Ethan Lastrapes,Great,5,0,2025-02-21 14:41:57,Thank you for your kind rating! We’re thrilled to hear you’re enjoying Taimi. Your Taimi Team 🌈,2025-02-21 14:50:13,5.1.342,Taimi,0,0,0,0,0,0,0,0,1,0,1
202,Jasmine McCroskey,👍,5,0,2025-02-13 05:16:59,"We are ecstatic to hear that you are liking the app, Jasmine :)",2025-02-16 23:35:54,,Her,1,0,0,0,0,0,0,0,1,1,1
203,R H,This app is a lie. It'll say you have likes but it's just to keep you coming back. I literally have swiped yes on all profiles and no matches.,1,0,2025-03-07 10:07:10,,,16.2.1,Tinder,0,0,1,0,1,0,0,0,0,1,29
204,Janine Viajedor,I download this app yesterday but why my account is suspended I don't know a reason,1,1,2023-12-02 09:45:54,,,1.65.3.5,Mutual,0,0,1,0,0,0,0,1,0,1,16
205,Mary Billie,Waste of time,1,0,2023-09-07 16:52:33,Hello Mary Billie - We are sorry that we didn't meet your expectations. Please let us know what we can do to improve. Drop us an email at support@theleague.com and we will definitely try to resolve the issue.,2023-09-11 19:22:46,1.51.1,League,0,0,0,0,1,0,0,0,0,1,3
206,Arman Bagwan,Aap is so beautiful and so crazy and management age show smart,5,1,2024-11-29 13:46:03,We love having you around. Your support means the world to us! 🌈,2024-11-30 22:11:52,4.1.1,Zoe,0,0,0,0,0,0,0,0,1,0,12
207,Mrs. Lateia Shea,Money grab aop...,3,0,2025-02-13 09:46:02,"Thanks for the feedback and I'm sorry to hear that you're frustrated with the experience. We try to keep all important features free - swiping, making & receiving likes, Communities and messaging. We are a small team with limited resources, but we hope you get value and are able to meet someone through all our free features.",2025-02-16 23:35:40,3.26.1,Her,0,0,0,0,1,1,0,0,0,1,3
208,Samuel Parkinson,As the years on this app have gone on the algorithm has slowly gotten worse. I've slowly been getting less and less likes & matches with compatible people & it seems purchasing a membership reduces your likes and matches even further. Fix your algorithm,1,3,2025-03-01 11:32:23,,,6.4.9,Hinge,0,0,1,0,0,1,0,0,0,1,44
209,EpicJake2345,Asking for ID. No.,2,0,2024-01-05 23:01:19,"We appreciate your feedback regarding the ID verification process. Rest assured, MillionaireMatch prioritizes member privacy and security. We never share personal data. ID requests are solely for platform authenticity and safety. For concerns, contact our support team at AppService@millionairematch.com! Appreciate your trust in MillionaireMatch.",2024-01-07 11:14:43,,Millionaire Match,0,0,0,0,1,0,0,0,0,1,4
